rank,ranking_type,like_user_id,creator_name,creator_urlname,creator_url,has_profile_url,likes_count,first_like_at,last_like_at,follower_count,generated_at,period_start,period_end
763,total,636559,SUP445 | 50代からでもできるSUP,gentle_dog424,https://note.com/gentle_dog424,True,2,2026-03-13T16:03:05+09:00,2026-04-19T19:18:27+09:00,186,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
764,total,13887653,フリーランス薬剤師@はしけん,hashiken_ph,https://note.com/hashiken_ph,True,2,2026-04-09T06:46:13+09:00,2026-04-19T18:08:45+09:00,214,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
765,total,7822440,コミュ障営業マン くみちゃん｜野良営業放浪記,qmy_tkm98,https://note.com/qmy_tkm98,True,2,2026-01-26T22:56:36+09:00,2026-04-19T17:04:46+09:00,362,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
766,total,459321,ひでまる@地方企業の人事・組織活性化の応援家,hidemaru1976,https://note.com/hidemaru1976,True,2,2025-11-13T04:59:54+09:00,2026-04-19T14:57:10+09:00,2897,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
767,total,10616202,やんうぇんりー【フォロバ100%】,light_lilac3724,https://note.com/light_lilac3724,True,2,2025-11-30T07:51:42+09:00,2026-04-19T14:56:02+09:00,5304,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
768,total,13504457,Angel Kisses👼┃苦労だらけの人生からライトワーカーへ🩵,bright_parrot314,https://note.com/bright_parrot314,True,2,2026-04-14T18:57:09+09:00,2026-04-19T12:19:59+09:00,306,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
769,total,6326357,棚島 香帆汰（たなしま かほた）,brave_bee548,https://note.com/brave_bee548,True,2,2026-04-13T23:15:33+09:00,2026-04-19T10:47:20+09:00,437,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
770,total,11400049,キリネコ,kirineko_,https://note.com/kirineko_,True,2,2026-04-14T06:15:46+09:00,2026-04-19T07:31:35+09:00,643,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
771,total,13248656,1687CAMP｜使ってよかったキャンプギア,camp_,https://note.com/camp_,True,2,2026-03-23T22:27:22+09:00,2026-04-18T21:36:59+09:00,259,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
772,total,14136442,阿久津 仁,akutsu_jin,https://note.com/akutsu_jin,True,2,2026-04-14T18:16:56+09:00,2026-04-18T20:50:58+09:00,197,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
773,total,10460304,ちんぱん🐒AI×投資×note実録,ojisan_chinpan,https://note.com/ojisan_chinpan,True,2,2026-03-06T22:41:49+09:00,2026-04-18T17:05:05+09:00,555,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
774,total,11929260,Nagamine,ta_nagamine,https://note.com/ta_nagamine,True,2,2026-04-18T14:54:50+09:00,2026-04-18T15:34:54+09:00,21,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
775,total,13810506,天才ランナーハカセくん／N+1RC,saitekikai_iq200,https://note.com/saitekikai_iq200,True,2,2026-04-01T13:47:46+09:00,2026-04-18T06:10:39+09:00,345,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
776,total,13989576,アールグレイ,jolly_garlic5361,https://note.com/jolly_garlic5361,True,2,2026-04-10T12:45:52+09:00,2026-04-17T21:56:59+09:00,188,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
777,total,8543068,panda,panda_48,https://note.com/panda_48,True,2,2026-04-11T18:56:37+09:00,2026-04-17T17:55:19+09:00,785,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
778,total,7157514,Lumen C.,ai_duck201,https://note.com/ai_duck201,True,2,2026-04-14T06:46:40+09:00,2026-04-17T07:44:29+09:00,141,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
779,total,527544,匿名,mikisan18,https://note.com/mikisan18,True,2,2026-04-17T03:18:36+09:00,2026-04-17T03:18:46+09:00,16,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
780,total,10097507,華子,genial_spirea716,https://note.com/genial_spirea716,True,2,2026-03-18T01:35:00+09:00,2026-04-15T17:21:33+09:00,851,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
781,total,12649760,みゆ🐱猫との暮らし方,miyu_cat_life,https://note.com/miyu_cat_life,True,2,2026-04-15T16:03:14+09:00,2026-04-15T16:03:15+09:00,846,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
782,total,13353275,野良構造家 / 弥祈宏宗（みきひろむね）,hiromune_miki,https://note.com/hiromune_miki,True,2,2026-04-07T19:36:52+09:00,2026-04-15T08:36:48+09:00,55,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
783,total,10807287,静かな富豪計画,coo8888coo,https://note.com/coo8888coo,True,2,2026-04-07T23:02:46+09:00,2026-04-15T06:48:37+09:00,336,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
784,total,11253093,それでも歩く人の物語,lofty_pipit3728,https://note.com/lofty_pipit3728,True,2,2026-02-21T17:18:36+09:00,2026-04-15T01:28:04+09:00,227,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
785,total,13344600,しゅー,noted_fish6230,https://note.com/noted_fish6230,True,2,2026-04-07T14:07:32+09:00,2026-04-14T23:34:52+09:00,471,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
786,total,12366217,see2,chic_badger5419,https://note.com/chic_badger5419,True,2,2026-03-22T15:41:20+09:00,2026-04-14T23:27:40+09:00,138,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
787,total,5528334,ヒトタラヲ,5959life,https://note.com/5959life,True,2,2026-02-16T12:02:48+09:00,2026-04-14T18:57:17+09:00,3537,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
788,total,10770593,ビリオネア,billionaire_btc,https://note.com/billionaire_btc,True,2,2026-03-10T08:09:45+09:00,2026-04-14T18:08:48+09:00,162,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
789,total,12184384,嘉山洋輔 | ディープテック事業実装,choujin,https://note.com/choujin,True,2,2026-04-04T09:11:29+09:00,2026-04-14T17:08:23+09:00,13,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
790,total,12655395,ちぃ,firm_donkey540,https://note.com/firm_donkey540,True,2,2026-02-19T07:57:14+09:00,2026-04-14T09:47:00+09:00,589,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
791,total,12171806,j3taro,j3taro,https://note.com/j3taro,True,2,2026-04-08T08:40:28+09:00,2026-04-14T08:27:18+09:00,414,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
792,total,12106987,ヤンヤン,agneau_luv,https://note.com/agneau_luv,True,2,2026-02-17T07:08:11+09:00,2026-04-14T00:56:34+09:00,991,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
793,total,9319349,髙木　紀久,netgateway,https://note.com/netgateway,True,2,2026-03-26T19:26:26+09:00,2026-04-13T19:28:03+09:00,186,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
794,total,13522172,こしお,kshuoun23,https://note.com/kshuoun23,True,2,2026-02-21T12:27:41+09:00,2026-04-13T16:10:54+09:00,544,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
795,total,12649686,りの🩰バレエ講師の日常,rino_ballet_tea,https://note.com/rino_ballet_tea,True,2,2026-04-13T13:58:00+09:00,2026-04-13T13:58:01+09:00,789,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
796,total,11804001,Maeiku Creation Lab.,maeiku_lab,https://note.com/maeiku_lab,True,2,2025-11-20T20:42:51+09:00,2026-04-12T11:43:39+09:00,337,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
797,total,608833,あらかん,diceesugar,https://note.com/diceesugar,True,2,2026-01-03T15:26:13+09:00,2026-04-12T10:56:22+09:00,842,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
798,total,12377514,はまnote,hama_ch,https://note.com/hama_ch,True,2,2026-03-25T11:05:33+09:00,2026-04-11T18:24:07+09:00,396,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
799,total,13573089,白余,hakuyo_film,https://note.com/hakuyo_film,True,2,2026-04-05T11:50:36+09:00,2026-04-11T17:21:59+09:00,18,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
800,total,12516727,クローバー,clover36,https://note.com/clover36,True,2,2026-04-11T06:58:30+09:00,2026-04-11T12:53:27+09:00,698,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
801,total,9975835,ハミガク「歯のお悩み改善」@戸越銀座デンタルケアークリニック,togoshi_dental,https://note.com/togoshi_dental,True,2,2026-02-13T15:26:41+09:00,2026-04-10T06:22:36+09:00,13213,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
802,total,795370,Hiro,nice_fowl7243,https://note.com/nice_fowl7243,True,2,2026-03-02T12:56:38+09:00,2026-04-10T06:09:08+09:00,510,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
803,total,13176209,オクオク君(億万長者君),honest_flax8068,https://note.com/honest_flax8068,True,2,2026-04-01T22:28:39+09:00,2026-04-09T04:41:53+09:00,1059,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
804,total,13757456,【公式】つこみ次郎のツッコミ日記,jirotsukkomi,https://note.com/jirotsukkomi,True,2,2026-04-06T14:19:48+09:00,2026-04-08T23:49:42+09:00,273,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
805,total,12088396,高血圧ナース,tomo_genen777,https://note.com/tomo_genen777,True,2,2025-10-25T10:33:58+09:00,2026-04-08T16:49:55+09:00,760,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
806,total,13727385,つっちー｜自走型組織設計（BLUE CRUX）,bc_tsucchi,https://note.com/bc_tsucchi,True,2,2026-04-05T13:32:39+09:00,2026-04-08T12:58:49+09:00,198,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
807,total,18701,菊池洋勝,webhero,https://note.com/webhero,True,2,2026-04-04T17:08:00+09:00,2026-04-08T12:49:46+09:00,125,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
808,total,8347655,栞（しおり）,laugh_cat117,https://note.com/laugh_cat117,True,2,2026-02-12T15:31:38+09:00,2026-04-07T21:52:29+09:00,173,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
809,total,13683237,BLUE CRUX,tasty_takin6521,https://note.com/tasty_takin6521,True,2,2026-04-06T17:56:52+09:00,2026-04-07T18:36:02+09:00,903,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
810,total,818137,スーパー凡人＠年収250万→年収1000万円,apt_bee1163,https://note.com/apt_bee1163,True,2,2026-04-05T00:08:10+09:00,2026-04-07T18:10:01+09:00,1259,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
811,total,13325978,森田敏宏,dr_morita,https://note.com/dr_morita,True,2,2026-03-27T17:52:28+09:00,2026-04-07T11:32:47+09:00,306,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
812,total,13604554,平社員｜AI副業9日で0→1達成,fond_curlew4176,https://note.com/fond_curlew4176,True,2,2026-04-04T15:29:19+09:00,2026-04-07T11:31:28+09:00,111,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
813,total,11443103,介護AIマサ,limber_weasel143,https://note.com/limber_weasel143,True,2,2026-03-24T03:02:13+09:00,2026-04-06T17:14:07+09:00,1108,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
814,total,13794260,楽天の審美眼｜失敗しないQOLログ,shinbigan_log,https://note.com/shinbigan_log,True,2,2026-04-03T23:57:07+09:00,2026-04-06T09:58:10+09:00,758,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
815,total,10586715,Joh🌹iPadmini7で日々をデザイン,dj_joh23,https://note.com/dj_joh23,True,2,2026-03-26T18:57:49+09:00,2026-04-05T23:29:04+09:00,609,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
816,total,13789317,lax9993333,lax9993333,https://note.com/lax9993333,True,2,2026-04-04T16:32:40+09:00,2026-04-05T13:03:35+09:00,26,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
817,total,5206969,らら,lala3taso,https://note.com/lala3taso,True,2,2026-03-28T18:15:30+09:00,2026-04-05T12:58:23+09:00,441,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
818,total,14123249,くりやま,kuriyama_41,https://note.com/kuriyama_41,True,2,2026-04-05T10:06:06+09:00,2026-04-05T10:14:48+09:00,9,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
819,total,12926611,おにぎりとAI,onigiri_ai,https://note.com/onigiri_ai,True,2,2026-04-05T05:48:32+09:00,2026-04-05T05:55:44+09:00,7,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
820,total,13831214,立花 直,tachibana_nao,https://note.com/tachibana_nao,True,2,2026-03-16T06:51:12+09:00,2026-04-04T18:42:28+09:00,386,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
821,total,13958970,ミュール,hip_donkey6930,https://note.com/hip_donkey6930,True,2,2026-03-25T19:34:39+09:00,2026-04-04T16:55:42+09:00,82,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
822,total,14015928,さーとん｜AI時短術の専門家｜残業月45時間→0にした全手法,sato_ai_jitan,https://note.com/sato_ai_jitan,True,2,2026-03-29T21:30:02+09:00,2026-04-04T15:06:27+09:00,7,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
823,total,12648508,ゆな💅ネイリストの技術ブログ,yuna_nail_salon,https://note.com/yuna_nail_salon,True,2,2026-04-03T23:23:11+09:00,2026-04-03T23:23:13+09:00,689,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
824,total,10146701,ふんころう,humorou1,https://note.com/humorou1,True,2,2026-03-31T21:59:34+09:00,2026-04-03T20:45:42+09:00,948,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
825,total,13963456,おいちゃん,oichan_0706,https://note.com/oichan_0706,True,2,2026-03-28T21:27:46+09:00,2026-04-03T20:25:32+09:00,115,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
826,total,12151083,大善山,ohno3819,https://note.com/ohno3819,True,2,2026-03-29T17:26:17+09:00,2026-04-03T16:35:02+09:00,56,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
827,total,3843763,KEN@DX/AI布教したい,ken_hakodate,https://note.com/ken_hakodate,True,2,2026-03-31T09:04:07+09:00,2026-04-03T09:02:59+09:00,57,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
828,total,14069673,MSS株式会社｜代表MASA,mss_masa,https://note.com/mss_masa,True,2,2026-03-30T08:40:08+09:00,2026-04-02T22:05:24+09:00,16,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
829,total,3276253,マコトーん,makotos14,https://note.com/makotos14,True,2,2026-03-12T17:26:31+09:00,2026-04-02T21:59:32+09:00,103,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
830,total,12478988,note先生 | まさひろ　,notesensei98,https://note.com/notesensei98,True,2,2025-11-15T22:30:30+09:00,2026-04-02T09:15:29+09:00,582,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
831,total,11264208,時空の空猫,quiet_murre4667,https://note.com/quiet_murre4667,True,2,2026-02-26T18:52:15+09:00,2026-04-01T22:23:28+09:00,1493,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
832,total,13468408,マオト＠不景気に克,lovely_racoon,https://note.com/lovely_racoon,True,2,2026-02-11T07:42:18+09:00,2026-04-01T21:23:03+09:00,167,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
833,total,13220188,早希恵,manasaki521,https://note.com/manasaki521,True,2,2025-12-29T21:19:34+09:00,2026-04-01T21:14:41+09:00,43,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
834,total,6267774,みくもたかお,good_ruse50,https://note.com/good_ruse50,True,2,2026-02-02T19:54:20+09:00,2026-04-01T12:18:13+09:00,600,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
835,total,13944503,AI副業研究所,ai_fukugyou_labo,https://note.com/ai_fukugyou_labo,True,2,2026-03-30T21:33:33+09:00,2026-03-31T14:06:28+09:00,29,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
836,total,497781,Maru｜働きながら年4回海外へ,bangkok1005,https://note.com/bangkok1005,True,2,2026-03-29T20:45:33+09:00,2026-03-31T07:39:24+09:00,274,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
837,total,10050998,安桜芙美乃（あさくらふみお）,apytt,https://note.com/apytt,True,2,2026-03-06T07:51:20+09:00,2026-03-31T05:52:43+09:00,806,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
838,total,13031331,恋めん｜恋愛ノウハウの人,koimenn,https://note.com/koimenn,True,2,2026-03-30T17:52:21+09:00,2026-03-30T17:53:22+09:00,84,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
839,total,12525574,コツコツ続けるアリクイパパの暮らし日記,kind_avocet7325,https://note.com/kind_avocet7325,True,2,2026-03-30T06:58:50+09:00,2026-03-30T16:05:02+09:00,74,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
840,total,2272471,Shirube｜情報断捨離コンシェルジュ,shirubelife,https://note.com/shirubelife,True,2,2026-02-28T05:09:13+09:00,2026-03-30T12:52:50+09:00,965,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
841,total,4146078,ぺリン🍡,yakinikutabetai_,https://note.com/yakinikutabetai_,True,2,2026-03-14T23:27:38+09:00,2026-03-30T07:52:16+09:00,1916,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
842,total,8423064,雪猫@プログラマー,ai_user,https://note.com/ai_user,True,2,2026-02-19T12:02:24+09:00,2026-03-29T20:16:06+09:00,1021,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
843,total,2319310,ほっしー(日雇い日記),mone0323,https://note.com/mone0323,True,2,2026-03-25T05:58:25+09:00,2026-03-28T22:45:10+09:00,2600,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
844,total,12122310,Curious French＠フランス語講座🇫🇷,french_learning,https://note.com/french_learning,True,2,2026-02-25T11:20:43+09:00,2026-03-28T15:44:27+09:00,382,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
845,total,13652701,天野観香恵,amano_mikae,https://note.com/amano_mikae,True,2,2026-03-27T15:07:23+09:00,2026-03-28T14:30:17+09:00,1,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
846,total,12936274,よしゆき,alive_slug7314,https://note.com/alive_slug7314,True,2,2026-01-25T08:13:02+09:00,2026-03-28T11:54:55+09:00,33,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
847,total,13796981,するめちゃん,jankenpon_gcp,https://note.com/jankenpon_gcp,True,2,2026-03-20T18:43:54+09:00,2026-03-27T22:04:30+09:00,133,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
848,total,7649235,LIFE WITH PONO,lifewithpono,https://note.com/lifewithpono,True,2,2026-03-23T15:21:16+09:00,2026-03-27T19:06:34+09:00,284,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
849,total,13810693,碧（Ao）｜副業で黒字を作らせる人,ao_kaitai,https://note.com/ao_kaitai,True,2,2026-03-26T21:36:45+09:00,2026-03-26T21:37:10+09:00,125,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
850,total,4499185,みゆ,lemontea7,https://note.com/lemontea7,True,2,2026-03-01T17:38:33+09:00,2026-03-26T18:09:13+09:00,637,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
851,total,13021354,久野綾子,ayako2408,https://note.com/ayako2408,True,2,2025-12-08T18:37:19+09:00,2026-03-26T10:47:32+09:00,147,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
852,total,1908234,そんちゃー君,mz700,https://note.com/mz700,True,2,2026-03-25T08:30:01+09:00,2026-03-25T08:30:02+09:00,4019,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
853,total,13314481,Nari,nari_recreate,https://note.com/nari_recreate,True,2,2026-03-15T12:40:11+09:00,2026-03-24T21:50:40+09:00,470,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
854,total,13015433,【英検準2級】は誰でも受かる！,eiken_jyun2,https://note.com/eiken_jyun2,True,2,2026-03-11T13:56:32+09:00,2026-03-24T19:49:20+09:00,654,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
855,total,10621130,HIRORO,hiroroworks,https://note.com/hiroroworks,True,2,2026-03-22T14:16:58+09:00,2026-03-24T19:26:40+09:00,76,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
856,total,11615490,はな,ai_hana_yocchi,https://note.com/ai_hana_yocchi,True,2,2026-03-17T14:19:56+09:00,2026-03-23T23:45:25+09:00,407,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
857,total,10925876,タクト｜現場で使える仕事術,tact_edge,https://note.com/tact_edge,True,2,2026-01-14T00:05:10+09:00,2026-03-23T22:53:17+09:00,2156,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
858,total,12317380,wwwave for engineer  |  ウェイブ エンジニア ,wwwave_engineer,https://note.com/wwwave_engineer,True,2,2026-03-18T10:42:57+09:00,2026-03-23T10:09:16+09:00,310,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
859,total,13154572,ユーカリ,sparkjoy1112,https://note.com/sparkjoy1112,True,2,2026-03-07T11:19:38+09:00,2026-03-23T08:01:25+09:00,384,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
860,total,10816302,しょう,syo3923,https://note.com/syo3923,True,2,2025-12-21T20:52:43+09:00,2026-03-23T06:31:38+09:00,535,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
861,total,12840137,Yuma@AI Ethics｜非侵襲モデル,yumamizu2,https://note.com/yumamizu2,True,2,2026-03-14T11:50:58+09:00,2026-03-22T22:22:04+09:00,209,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
862,total,11240062,中辻啓勝,glossy_donkey608,https://note.com/glossy_donkey608,True,2,2026-03-20T22:18:57+09:00,2026-03-21T14:32:22+09:00,28,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
863,total,9728016,雷神マガジン－ひとりでできるamazon物販ビジネス－,sedoritool_pu,https://note.com/sedoritool_pu,True,2,2026-02-07T10:10:42+09:00,2026-03-21T00:14:38+09:00,1127,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
864,total,3781368,カノ｜「大丈夫だよ✨」noteであなたの人生にギフトを送りたい人です🎁,kano0219,https://note.com/kano0219,True,2,2026-02-22T23:06:28+09:00,2026-03-20T21:13:48+09:00,217,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
865,total,13826586,せた,tirnanogcelt,https://note.com/tirnanogcelt,True,2,2026-03-19T14:36:35+09:00,2026-03-20T12:58:04+09:00,12,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
